age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,sex_Male,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,native-country_US,income
57,141459,10,0,0,40,0,0,1,0,1,1,1,0
38,186531,9,0,0,40,1,1,1,0,1,1,1,0
30,125762,10,0,0,30,1,1,0,0,0,1,1,0
19,256979,9,0,0,35,1,1,1,1,1,1,1,0
25,37379,13,0,0,50,0,1,1,1,1,1,1,0
42,126333,9,0,0,40,0,0,0,1,1,1,1,0
25,514716,13,0,0,40,0,0,1,0,1,0,1,0
33,361817,9,0,0,50,1,0,1,1,1,1,1,0
33,251421,12,0,0,50,1,1,1,0,1,1,1,0
58,100303,12,0,0,42,1,1,0,0,0,1,1,1
68,128986,4,0,0,30,1,0,0,1,0,1,1,0
24,148315,9,0,0,45,1,1,1,1,1,1,1,0
52,194788,14,4787,0,60,0,0,1,0,1,1,1,1
25,190916,9,0,0,40,1,1,1,0,1,1,1,0
19,206599,10,0,0,16,0,1,1,0,1,1,1,0
22,138575,9,0,0,56,1,0,1,1,1,1,1,0
27,266973,9,0,0,60,1,1,0,1,0,1,1,0
56,275236,13,0,0,40,1,1,0,0,0,1,1,0
18,27920,7,0,0,25,0,1,1,0,1,1,1,0
39,421633,12,0,0,40,0,1,1,0,1,0,1,0
38,59660,13,7298,0,40,1,1,0,1,0,1,1,1
41,171234,10,0,0,48,0,1,1,0,1,1,1,0
21,222490,11,0,0,40,0,1,1,0,1,1,1,0
39,202937,14,0,0,40,0,0,0,0,1,1,1,1
35,308945,9,0,0,75,0,1,1,1,1,1,1,0
28,182344,9,0,0,40,1,1,1,1,1,0,1,0
22,218415,10,0,0,50,0,1,1,1,1,1,1,0
39,230329,9,0,0,35,1,1,0,1,0,1,1,0
39,135500,9,0,0,40,1,0,0,0,0,1,1,1
19,66838,10,0,0,9,0,1,1,1,1,1,1,0
52,131631,7,0,0,40,1,1,1,0,1,0,1,0
34,235124,9,0,0,35,0,1,1,1,1,0,1,0
57,245193,14,0,0,60,1,1,0,0,0,1,1,1
55,132145,5,0,0,45,1,1,0,1,0,1,1,0
23,346480,9,0,0,50,0,1,1,0,1,1,1,0
34,158688,10,0,0,45,1,1,0,0,0,1,1,0
38,133963,13,0,0,50,0,1,1,0,1,1,1,1
51,213296,9,0,0,30,1,0,0,1,0,1,1,0
26,68001,14,0,0,40,0,1,1,0,1,1,1,0
52,191529,13,0,0,40,1,1,1,1,1,1,1,0
28,185127,10,0,0,40,1,1,1,1,1,1,1,0
37,201141,9,0,0,40,0,1,1,0,1,1,1,0
44,242434,13,27828,0,60,0,0,1,1,1,1,1,1
35,48404,9,0,0,40,0,1,1,1,1,1,1,0
26,176981,13,0,0,50,0,0,1,0,1,1,1,0
67,223257,9,0,0,40,1,0,1,1,1,1,1,0
44,164043,9,0,0,40,1,1,0,1,0,1,1,0
38,242720,14,0,0,35,1,1,0,0,0,1,1,1
84,163685,9,0,0,33,0,0,1,0,1,1,1,0
23,230315,10,0,0,40,1,1,1,1,1,0,0,0
18,132397,8,0,0,18,0,1,1,1,1,0,1,0
21,276840,8,0,0,20,1,0,1,1,1,0,1,0
65,135517,4,0,0,40,1,0,0,1,0,1,1,0
38,200445,10,0,0,48,1,1,0,0,0,1,1,1
51,122288,10,0,0,36,0,1,1,0,1,1,1,0
46,168232,9,0,0,40,1,1,1,1,1,1,1,0
62,174711,9,0,0,32,0,1,1,0,1,1,1,0
42,191814,9,0,0,40,1,0,0,1,0,1,1,0
73,181902,14,0,0,10,1,0,0,0,0,1,0,1
33,266674,10,7298,0,56,1,0,0,1,0,1,1,1
27,105598,9,0,0,40,1,1,1,0,1,1,1,0
36,278576,9,0,0,50,1,1,0,1,0,1,1,0
18,71792,9,0,0,40,0,1,1,1,1,0,1,0
67,36876,9,0,0,40,1,0,0,1,0,1,1,0
34,100079,13,0,0,55,1,0,0,1,0,0,0,0
37,29430,9,0,0,45,1,1,1,1,1,1,1,0
57,47857,9,0,0,40,1,1,0,1,0,1,1,1
40,221172,12,0,0,50,1,1,0,0,0,1,1,1
43,101950,13,0,0,35,0,1,1,1,1,1,1,0
35,133935,10,0,0,40,1,0,1,1,1,1,1,0
59,135617,7,0,0,40,1,1,0,1,0,1,1,0
32,117028,9,0,0,40,1,1,0,1,0,1,1,0
47,53292,12,0,0,35,0,0,1,0,1,1,1,0
48,99127,12,0,0,45,1,1,0,1,0,1,1,0
27,201017,16,0,0,80,1,1,0,0,0,1,1,0
35,388252,11,0,0,40,1,1,0,0,0,0,1,0
26,55743,9,0,0,30,0,1,1,0,1,0,1,0
17,150106,6,0,0,20,0,1,1,1,1,1,1,0
35,216473,9,0,0,40,1,1,1,1,1,1,1,0
43,186995,9,0,0,40,0,0,1,1,1,1,1,0
30,226943,9,0,0,35,0,1,1,0,1,1,1,0
30,206512,13,0,0,44,1,1,1,0,1,1,1,0
43,91959,13,0,0,45,1,1,0,0,0,1,1,1
21,315476,10,0,0,25,1,1,1,1,1,1,1,0
24,270075,13,0,0,50,0,1,0,0,1,1,1,0
44,201924,13,0,0,35,0,1,1,1,1,1,1,0
75,213349,9,0,0,20,1,0,0,1,0,1,1,0
32,197867,11,0,0,50,1,0,1,1,1,1,1,0
45,105779,9,0,0,30,1,1,0,1,0,1,1,0
73,96262,9,0,0,40,0,0,1,0,1,1,1,0
28,188064,9,0,0,35,1,1,0,1,0,1,0,0
39,178948,9,0,0,50,0,0,0,1,1,1,1,0
68,122094,9,0,0,15,1,0,0,1,0,1,1,0
35,194668,15,99999,0,45,1,1,1,0,1,1,1,1
50,104501,9,0,0,40,1,1,0,1,0,1,1,1
37,99935,14,7688,0,50,1,0,0,1,0,1,1,1
44,344060,15,0,0,40,1,0,0,0,0,1,1,1
58,54566,10,0,0,35,1,0,0,1,0,1,1,0
30,234753,11,0,0,34,0,1,0,0,1,1,1,1
42,294431,14,0,0,40,1,0,0,0,0,1,1,0
39,117381,10,0,0,50,1,1,0,1,0,1,1,1
52,590522,3,0,2002,45,1,1,0,1,0,1,1,0
31,284889,13,0,0,41,0,1,1,1,1,1,1,0
67,150516,4,0,0,24,1,1,0,1,0,1,1,0
31,144949,13,0,0,40,1,0,0,0,0,1,1,0
30,329425,9,0,0,40,1,1,0,1,0,1,1,0
66,54826,11,0,0,20,0,0,1,0,1,1,1,0
58,141807,3,0,0,40,1,1,0,0,0,1,0,0
32,186993,9,0,0,40,1,0,0,1,0,1,1,0
27,146764,10,0,0,40,0,1,0,0,1,1,1,1
30,49358,8,0,0,40,0,1,1,1,1,0,1,0
47,158924,13,0,0,40,0,1,0,0,1,1,1,1
43,203642,13,0,0,40,0,1,1,0,1,1,1,1
27,31757,11,0,0,38,1,1,1,1,1,1,1,0
29,267661,9,0,0,70,1,0,0,1,0,1,1,0
31,194055,9,0,0,50,1,1,0,1,0,1,1,0
58,259929,16,0,0,43,0,0,1,0,1,1,1,1
26,222637,6,0,0,55,1,1,1,1,1,1,0,0
61,115023,9,0,0,40,1,0,0,1,0,1,1,0
41,117585,9,0,1977,50,1,1,0,1,0,1,1,1
54,204325,10,0,0,52,1,0,0,1,0,1,1,0
24,215243,13,0,0,42,0,1,1,0,1,1,1,0
35,110668,9,0,0,35,0,1,0,0,1,0,1,0
23,37783,10,0,0,40,0,1,1,1,1,1,1,0
48,76482,10,0,0,50,1,0,0,1,0,1,1,0
31,325355,13,0,1902,40,0,0,0,0,1,1,1,1
37,138441,9,0,0,40,1,1,1,1,1,1,1,0
31,100252,13,99999,0,70,1,1,1,1,1,0,1,1
18,98667,7,0,0,16,0,1,1,1,1,1,1,0
22,253310,13,0,0,7,0,1,1,0,1,1,1,0
31,188246,12,0,0,50,1,1,1,1,1,1,1,1
20,116830,9,0,0,40,1,1,1,0,1,1,1,0
39,339442,9,2176,0,40,1,1,1,0,1,0,1,0
36,117381,13,0,0,55,1,1,0,0,0,1,1,1
40,77370,9,0,0,40,1,1,0,1,0,1,1,1
41,114967,11,0,0,40,1,0,0,0,0,0,1,1
46,241844,5,0,0,40,1,1,0,1,0,1,1,0
34,108023,13,0,0,40,1,1,0,0,0,1,1,1
32,178109,13,0,0,36,1,1,1,1,1,1,1,0
30,59496,13,2407,0,40,1,1,0,1,0,1,1,0
42,120277,14,0,0,40,1,0,0,0,0,1,1,1
19,244115,9,0,0,30,1,1,1,1,1,0,1,0
29,66473,10,0,0,50,1,1,1,1,1,1,1,0
43,33658,10,0,3004,40,1,1,1,1,1,1,1,1
53,48413,9,0,0,40,1,1,0,1,0,1,1,0
23,353696,9,0,0,40,1,1,1,1,1,1,1,0
27,249362,10,3411,0,40,1,0,0,1,0,1,1,0
35,105821,11,0,0,36,1,1,0,0,0,1,1,0
38,247547,9,0,0,40,0,1,1,1,1,0,1,0
44,103233,13,0,0,40,0,1,1,0,1,0,1,0
42,211450,14,0,0,45,1,1,1,0,1,1,1,1
32,53260,9,0,0,28,0,1,1,1,1,0,1,0
19,129620,6,0,0,30,0,1,1,1,1,1,1,0
38,104094,10,0,0,40,1,1,0,1,0,1,1,0
41,58880,13,7688,0,10,0,1,0,0,1,1,1,1
55,321333,10,0,0,40,1,0,0,0,0,1,1,1
64,169072,6,0,0,50,1,0,0,1,0,1,1,0
19,247298,8,0,0,20,0,1,1,1,1,0,1,0
30,137613,14,0,0,17,1,0,0,0,0,0,0,0
39,34028,13,0,0,48,0,1,1,0,1,1,1,0
48,315423,3,0,0,40,1,1,0,1,0,1,1,0
40,179533,9,0,0,75,1,0,0,1,0,1,1,1
38,159179,9,0,0,40,1,1,0,1,0,1,1,0
55,166502,14,0,0,45,0,0,1,0,1,1,1,0
45,45501,13,0,0,50,0,0,1,0,1,1,1,0
27,95465,10,0,0,55,1,1,0,1,0,1,1,0
22,154713,9,0,0,40,1,1,1,1,1,1,1,0
58,87510,6,0,0,40,1,0,0,1,0,1,1,0
44,26880,16,0,1092,40,0,0,1,0,1,1,1,0
31,162442,13,0,0,40,0,0,0,0,1,1,1,1
37,340599,7,0,0,40,0,1,1,1,1,0,1,0
44,229148,9,0,0,35,1,1,1,1,1,0,1,0
31,38158,10,0,0,40,1,1,0,1,0,1,1,0
41,221947,10,0,1887,50,1,1,0,0,0,1,1,1
31,111567,9,0,1848,50,1,1,0,1,0,1,1,1
51,177927,16,0,0,60,1,1,0,0,0,1,1,1
37,172846,10,0,0,45,1,1,0,1,0,1,1,1
44,167005,13,7688,0,60,1,1,0,0,0,1,1,1
64,179436,13,15024,0,55,1,0,0,0,0,1,1,1
34,113708,8,0,0,59,1,1,0,1,0,1,1,1
29,157313,11,0,0,40,0,0,1,0,1,1,1,0
32,169768,13,0,0,40,1,1,1,1,1,0,1,0
22,105043,10,0,0,40,0,1,1,0,1,1,1,0
58,132704,13,3325,0,40,1,1,1,0,1,1,1,0
33,150570,9,0,0,40,1,0,1,0,1,1,1,0
40,176602,9,0,0,40,1,1,1,1,1,0,1,0
22,269583,4,2580,0,40,1,0,0,1,0,1,1,0
56,217775,9,0,0,50,1,1,1,1,1,1,1,1
38,158363,10,0,0,40,1,1,0,1,0,1,1,0
48,162236,13,0,0,50,0,1,1,0,1,1,1,1
24,203027,12,0,0,40,1,1,1,0,1,1,1,0
37,127772,13,0,0,50,1,1,0,0,0,1,1,1
27,114225,10,0,0,60,1,0,1,0,1,1,1,1
39,190023,13,0,0,60,1,0,0,1,0,1,1,0
29,102345,11,0,0,40,1,1,1,1,1,1,1,0
31,196125,7,0,0,40,1,1,0,1,0,1,1,0
48,278303,9,0,0,55,1,1,0,1,0,1,1,0
48,168462,9,0,0,40,1,1,0,1,0,1,1,0
38,172855,13,0,1887,40,0,0,0,0,1,0,1,1
40,99185,13,0,0,60,1,0,0,0,0,1,1,0
19,283945,6,0,1602,45,1,1,1,1,1,1,1,0
32,174215,10,0,0,40,0,1,1,1,1,1,1,0
49,226871,9,0,0,40,1,0,0,0,0,0,1,1
58,209423,2,0,0,38,1,1,0,1,0,1,0,0
33,180551,10,0,0,40,0,1,1,0,1,1,1,0
44,211351,10,4386,0,40,0,1,0,1,1,1,1,1
45,166056,9,0,0,40,0,1,1,1,1,1,1,0
45,149388,10,0,0,48,1,1,0,1,0,1,1,1
20,275421,10,0,0,20,0,1,1,1,1,1,1,0
26,199224,10,0,0,30,1,1,1,1,1,1,1,0
22,188779,10,0,0,16,0,1,1,1,1,0,1,0
44,283174,13,0,0,40,1,1,0,0,0,1,1,1
52,163678,9,0,0,55,1,1,0,1,0,1,1,0
38,20308,9,0,0,40,1,1,0,0,0,1,1,1
56,67153,16,0,0,60,1,1,0,0,0,1,1,1
23,198996,9,0,0,40,0,1,1,0,1,1,1,0
39,140854,9,0,1902,60,1,1,0,1,0,1,1,1
49,43206,15,0,0,55,0,1,1,0,1,1,1,1
39,285890,10,0,0,40,1,0,0,0,0,0,0,1
38,284166,15,0,0,50,1,1,1,0,1,1,1,0
45,374450,9,5178,0,40,0,0,0,1,1,1,1,1
33,252708,8,0,0,40,0,1,1,1,1,1,0,0
43,401623,10,0,0,40,1,1,0,1,0,0,0,1
52,155278,9,0,0,40,1,1,0,1,0,1,1,0
34,48935,13,0,0,40,0,1,0,0,1,1,1,0
36,188834,5,0,0,50,1,1,0,1,0,1,1,0
55,143030,9,0,0,40,0,1,1,0,1,1,1,0
46,70754,13,0,0,40,1,1,0,0,0,1,1,1
42,121012,10,0,0,45,1,0,0,0,0,1,1,1
24,123226,13,0,0,40,1,1,1,0,1,1,1,0
26,108542,10,0,0,40,1,1,0,0,0,1,1,1
29,244395,7,0,0,40,0,1,1,1,1,0,1,0
47,188081,9,0,0,40,1,1,0,0,0,1,1,1
28,184723,13,0,1980,35,0,1,1,1,1,1,1,0
19,198943,10,0,0,35,0,1,1,1,1,1,1,0
34,221324,9,0,0,40,0,1,1,0,1,0,1,0
46,225065,13,0,0,45,0,0,1,1,1,1,0,0
26,192262,9,0,0,40,1,1,0,1,0,1,1,0
47,151584,15,7688,0,60,1,1,0,0,0,1,1,1
45,180931,11,0,0,35,1,1,0,1,0,1,1,0
58,147989,9,0,0,40,1,1,0,1,0,1,1,1
37,446390,10,0,0,40,0,1,0,0,1,1,1,1
39,153997,9,0,1902,40,0,1,0,1,1,1,0,1
32,176253,10,0,0,40,1,1,1,0,1,0,1,0
30,193598,1,0,0,40,1,1,1,1,1,1,0,0
55,353881,4,0,0,50,1,1,0,1,0,1,1,0
39,230329,13,0,0,40,1,1,0,1,0,1,0,1
76,42162,9,0,0,2,0,0,1,0,1,1,1,0
72,132753,10,0,0,15,1,1,0,0,0,1,1,0
44,67065,11,594,0,25,1,1,1,1,1,1,1,0
28,182826,9,0,0,35,1,0,0,0,0,1,1,0
35,161496,10,0,0,50,1,1,1,1,1,1,1,0
60,88055,6,0,0,40,1,1,0,1,0,1,1,0
40,379919,10,0,0,40,1,1,0,0,0,1,1,0
18,272918,9,0,0,15,1,0,1,0,1,0,1,0
33,65018,14,0,0,20,1,0,0,0,0,0,0,0
21,119673,10,0,0,30,0,1,1,1,1,1,1,0
52,163948,5,0,0,60,1,1,0,1,0,1,1,1
46,204698,13,0,0,40,1,0,0,1,0,1,1,1
38,312108,9,0,0,40,0,1,1,1,1,0,1,0
40,269733,11,0,0,40,1,0,1,1,1,1,1,0
34,160449,9,0,0,44,1,1,0,0,0,1,1,1
31,121055,9,0,0,70,1,0,0,1,0,1,1,1
62,175032,9,0,0,42,1,1,0,0,0,1,1,0
30,308812,10,0,0,60,0,1,1,1,1,1,1,0
56,391926,9,0,0,40,1,0,0,0,0,1,1,0
36,487085,4,0,0,40,1,0,1,1,1,0,1,0
22,201569,13,0,0,20,0,0,1,0,1,1,1,0
24,205865,9,0,0,45,1,1,1,1,1,1,1,0
63,154526,10,0,0,40,0,1,1,0,1,1,1,0
44,182383,10,0,0,35,0,1,0,0,1,1,1,0
26,167350,9,0,0,30,1,1,1,1,1,1,1,0
23,153643,9,0,0,40,1,1,1,0,1,0,1,0
26,162312,10,0,0,20,1,1,1,0,1,0,0,0
33,287878,10,0,0,26,0,1,0,1,1,1,1,0
34,119153,7,0,0,50,1,1,0,1,0,1,1,0
40,277488,9,0,0,40,1,0,1,1,1,1,1,0
27,176972,11,0,0,40,1,1,1,1,1,1,1,0
18,226956,9,0,0,24,0,1,1,1,1,1,1,0
41,34178,13,0,0,40,1,0,1,0,1,1,1,0
34,196266,12,0,0,50,1,1,0,1,0,1,1,1
21,472861,7,0,0,40,1,1,1,1,1,0,1,0
21,200207,9,0,0,40,1,1,1,1,1,1,1,0
33,214635,9,0,0,36,1,1,0,1,0,0,0,0
47,287547,13,0,0,40,0,0,0,0,1,1,1,0
47,160646,11,0,0,35,0,0,0,0,1,1,1,0
29,160512,9,0,0,40,0,1,1,0,1,1,1,0
20,219122,10,0,0,40,1,1,1,1,1,1,1,0
21,138580,8,0,0,40,0,1,1,0,1,0,1,0
45,49298,13,0,0,40,1,1,1,1,1,1,1,0
55,124771,13,15024,0,50,1,1,0,0,0,1,1,1
18,20057,4,0,0,40,0,1,1,1,1,0,0,0
35,135020,10,0,0,75,1,0,0,1,0,1,1,1
63,84737,4,0,0,40,1,1,0,1,0,0,0,0
38,218184,3,0,0,40,1,0,0,1,1,1,0,0
35,109204,13,0,0,40,1,1,0,1,0,1,1,0
36,307520,13,0,0,40,0,1,0,0,1,0,0,1
28,200511,9,0,0,55,1,1,1,1,1,1,1,0
39,102729,12,0,0,40,1,0,0,1,0,1,1,0
40,45093,14,0,0,50,1,0,0,0,0,1,1,0
30,154120,13,0,1977,60,1,1,0,0,0,1,1,1
49,202053,9,0,0,32,0,1,1,1,1,1,1,0
40,154076,12,0,0,60,1,0,0,0,0,1,1,0
38,261241,10,0,0,45,1,0,0,0,0,1,1,1
33,76107,9,4386,0,60,1,1,0,0,0,1,1,1
30,137606,9,5013,0,40,1,1,0,1,0,1,1,0
56,201344,10,0,0,38,0,1,1,1,1,1,1,0
46,353824,12,0,0,40,1,1,1,0,1,1,1,0
57,110417,9,99999,0,40,1,0,0,1,0,1,1,1
41,193524,12,0,0,40,1,0,0,1,0,1,1,1
29,78261,9,0,0,40,1,1,0,0,0,1,1,0
34,154874,9,4416,0,30,1,1,1,0,1,1,1,0
22,311311,10,0,0,60,1,1,1,1,1,1,1,0
61,89686,9,0,0,48,1,1,0,1,0,1,1,0
26,248990,9,0,0,40,1,1,0,1,0,1,0,0
55,143266,9,0,0,25,1,1,1,0,1,1,1,0
23,105617,5,0,0,40,1,1,1,1,1,1,1,0
22,238917,2,0,0,24,1,1,1,0,1,1,0,0
38,172571,10,0,0,40,1,0,1,0,1,1,1,1
45,124973,10,0,0,30,1,1,0,1,0,1,1,0
52,389270,10,0,0,35,0,1,0,0,1,1,1,1
35,89508,10,3908,0,60,1,0,0,0,0,1,1,0
20,132320,9,0,0,45,1,0,1,1,1,1,1,0
21,181761,10,0,0,10,0,0,1,1,1,1,1,0
23,141272,13,0,0,30,0,1,1,1,1,0,1,0
64,22186,10,0,0,35,0,1,1,1,1,1,1,0
31,176410,9,0,0,38,0,1,1,1,1,1,1,0
72,199233,15,0,2377,35,1,0,0,0,0,1,1,1
41,242804,9,0,0,40,1,1,0,1,0,1,1,0
28,209205,10,0,0,44,1,1,1,0,1,1,1,0
34,177639,12,0,0,40,1,0,1,1,1,1,1,0
53,158294,14,7298,0,40,1,1,0,0,0,1,1,1
54,181246,10,0,0,40,1,1,0,1,0,1,1,0
50,143664,13,0,0,40,1,1,1,0,1,1,1,0
29,37215,9,0,0,55,1,1,0,1,0,1,1,0
19,57206,9,0,0,20,0,1,1,1,1,1,1,0
18,205004,10,0,0,26,1,1,1,1,1,1,1,0
23,134045,11,0,0,40,0,1,1,0,1,1,1,0
38,65716,11,0,0,40,0,0,1,1,1,1,1,0
37,42044,9,0,0,35,1,1,1,0,1,1,1,0
31,120672,7,0,1721,40,1,1,1,1,1,0,1,0
39,188391,9,7298,0,50,1,1,0,1,0,1,1,1
66,112376,4,0,0,40,1,0,0,1,0,1,1,1
29,67053,9,0,0,40,1,0,1,1,1,0,0,0
36,448337,9,0,0,40,0,1,1,1,1,0,1,0
40,408229,2,0,0,45,1,1,1,1,1,1,0,0
53,104501,13,0,0,42,1,1,1,0,1,1,1,0
40,191342,13,0,0,40,1,1,0,0,0,0,0,1
37,80303,10,0,0,40,1,1,0,1,0,1,1,1
19,28145,9,0,0,52,0,1,1,1,1,1,1,0
43,337469,10,594,0,20,0,0,1,0,1,1,0,0
51,204322,9,0,0,50,1,0,0,1,0,1,1,0
37,160402,13,0,0,55,1,0,0,0,0,1,1,1
43,218309,13,0,0,50,0,1,1,1,1,1,1,0
37,214542,10,0,0,40,0,0,1,0,1,0,1,0
20,387779,7,0,0,15,1,1,1,1,1,1,1,0
27,26326,11,0,0,40,0,1,1,1,1,0,1,0
38,127961,10,0,0,45,1,0,0,0,0,1,1,1
27,263552,9,0,0,50,1,1,1,0,1,1,1,0
48,349151,9,0,0,40,1,1,0,1,0,1,1,0
36,147258,10,0,0,60,1,0,1,1,1,1,1,0
41,599629,10,0,0,40,0,1,0,0,1,0,1,1
18,156950,9,0,0,35,1,1,1,0,1,1,1,0
42,322385,11,2407,0,40,1,1,0,0,0,1,1,0
43,197069,13,0,0,40,1,0,0,0,0,1,0,1
33,352277,10,3103,0,45,1,0,0,0,0,1,1,1
49,241688,9,0,0,60,1,0,0,0,0,1,0,0
29,296450,4,0,0,40,1,1,1,1,1,1,1,0
29,247445,9,0,0,40,1,1,1,1,1,1,1,0
61,111563,13,0,0,20,1,0,0,1,0,1,1,1
32,134679,7,0,0,40,0,1,1,1,1,0,1,0
59,304779,4,0,0,40,1,1,0,0,0,1,1,0
40,166327,10,0,0,35,0,0,1,0,1,0,1,0
25,189897,9,0,0,40,1,1,1,1,1,1,1,0
38,166744,13,0,0,40,0,1,0,0,1,1,1,0
56,124771,9,0,0,40,1,1,0,0,0,1,1,0
40,213849,9,0,0,40,0,1,1,1,1,1,1,0
21,131404,9,0,0,25,1,1,1,1,1,1,1,0
36,200360,10,0,0,40,1,1,1,1,1,1,1,0
29,38353,9,0,0,45,1,1,0,1,0,1,1,0
35,26987,9,0,0,40,0,1,1,0,1,1,1,0
60,163665,10,0,0,16,1,1,0,1,0,1,1,1
66,174491,9,0,0,40,1,1,0,1,0,1,1,0
39,29874,10,0,0,60,1,0,1,1,1,1,1,1
42,261899,14,0,0,50,1,0,0,0,0,1,1,1
26,132661,9,5013,0,40,0,1,0,0,1,1,1,0
41,82049,9,0,0,40,1,0,0,1,0,1,1,0
41,33474,13,0,0,50,1,0,0,0,0,1,1,0
37,177277,14,0,0,40,1,0,0,0,0,1,1,1
58,75867,9,0,0,40,1,0,0,1,0,1,1,0
28,606111,16,0,0,60,0,1,1,0,1,1,0,1
17,56986,8,0,0,18,0,1,1,1,1,1,1,0
35,67317,12,0,0,50,1,1,1,1,1,1,1,0
29,128091,9,0,0,40,0,0,1,1,1,1,1,0
36,209993,2,0,0,20,0,1,1,1,1,1,0,0
50,94391,11,0,0,50,1,1,0,1,0,1,1,1
22,138768,10,0,0,50,1,1,1,0,1,1,1,0
33,361497,9,0,0,70,1,1,1,1,1,1,1,0
25,348986,9,0,0,40,1,0,1,1,1,0,1,0
24,220426,9,0,0,40,1,1,1,1,1,1,1,0
22,148187,7,0,0,40,1,1,1,1,1,1,1,0
61,197311,14,0,0,40,0,0,1,0,1,1,1,0
47,147869,9,0,0,50,1,0,0,1,0,1,1,0
54,204397,10,0,0,50,1,1,0,1,0,1,1,0
62,167889,16,0,0,40,0,0,1,0,1,1,0,0
30,107793,10,0,0,56,1,1,0,1,0,1,1,1
51,134808,9,0,0,40,0,0,1,1,1,1,1,0
49,122066,3,0,2603,40,1,1,0,1,0,1,0,0
42,34037,13,0,0,35,1,0,1,1,1,1,1,0
46,211020,13,15024,0,60,1,0,0,0,0,1,0,1
31,236543,3,0,0,40,1,1,0,1,0,1,0,0
29,146343,9,0,0,25,0,1,1,1,1,0,1,0
58,52090,15,0,0,40,1,1,1,1,1,1,1,1
37,132879,10,0,0,50,1,0,0,1,0,1,1,1
25,216583,13,0,0,43,1,1,0,0,0,1,1,0
46,130779,10,0,0,40,1,1,0,0,0,1,1,0
30,112358,10,0,0,40,1,0,0,0,0,1,1,0
52,22154,10,0,0,40,1,1,0,1,0,1,1,0
51,207419,9,0,0,60,1,1,1,1,1,1,1,0
46,155664,10,0,0,40,1,1,1,1,1,1,1,0
35,30381,13,0,0,45,1,1,0,1,0,1,1,1
42,99373,9,0,0,40,0,1,1,0,1,1,1,0
60,266983,9,0,0,32,1,1,0,1,0,1,1,0
53,290882,4,0,0,40,1,1,0,0,0,1,0,0
35,287658,10,0,0,40,1,1,1,0,1,0,1,0
40,115932,13,0,0,60,1,1,0,0,0,1,0,1
30,195602,8,0,0,44,1,1,0,1,0,1,1,0
23,210781,13,0,0,15,0,0,1,0,1,1,1,0
33,209900,10,0,0,20,1,1,1,1,1,1,1,0
37,232036,10,0,0,40,1,1,0,1,0,1,1,0
45,318280,10,7688,0,50,1,0,0,0,0,1,1,1
20,333505,9,0,0,30,1,1,1,0,1,1,0,0
24,172496,13,0,0,55,1,1,1,1,1,1,1,0
44,111067,10,0,0,40,1,1,0,1,0,1,1,0
40,134026,7,0,0,40,1,1,1,1,1,1,1,0
37,238311,9,0,0,36,1,1,0,0,0,0,1,1
43,128578,9,7688,0,60,1,1,0,1,0,1,1,1
51,45599,9,0,0,40,1,1,1,0,1,1,1,0
26,247025,10,0,0,40,1,1,1,1,1,1,1,0
32,151868,9,5013,0,65,1,0,0,1,0,1,1,0
39,272338,9,0,0,25,0,1,0,0,1,1,1,0
36,386726,14,0,1977,44,0,1,0,0,1,1,1,1
27,123302,9,0,0,40,1,1,0,1,0,1,0,0
42,347890,13,0,1902,50,1,1,0,0,0,1,1,1
44,230684,13,7688,0,50,1,1,0,0,0,1,1,1
40,242082,13,0,0,45,1,0,0,0,0,1,1,1
43,299197,10,0,0,40,1,1,0,0,0,1,1,0
45,363298,13,0,0,45,1,0,0,0,0,0,1,1
31,279015,14,0,2415,70,1,1,0,0,0,1,0,1
31,99844,9,0,0,45,1,1,1,1,1,0,1,0
17,242718,7,0,0,12,1,1,1,1,1,1,1,0
50,180195,16,99999,0,50,1,1,0,0,0,1,1,1
19,304643,10,0,0,20,1,1,1,1,1,1,1,0
31,173279,13,0,0,40,1,1,0,1,0,0,1,1
33,172664,10,0,0,70,1,1,0,0,0,1,1,1
31,198069,9,0,0,24,1,1,1,1,1,1,1,0
29,180115,9,0,0,45,0,1,1,1,1,1,1,0
46,43348,15,15024,0,55,1,0,0,0,0,1,1,1
57,47534,14,0,0,60,0,0,1,0,1,1,1,1
29,231148,13,0,0,50,1,1,0,0,0,1,1,1
42,118652,12,0,0,40,1,1,0,1,0,1,1,0
33,159303,9,0,0,40,0,1,1,1,1,1,1,0
29,180758,14,0,0,40,1,1,1,0,1,1,1,0
39,274683,10,7688,0,50,1,0,0,1,0,1,1,1
26,284250,9,0,0,40,0,1,1,1,1,0,1,0
42,121055,13,0,0,60,1,1,0,1,0,1,1,0
21,346693,4,0,0,40,1,1,1,1,1,1,1,0
33,55921,11,0,0,70,1,0,1,1,1,1,1,0
35,128876,4,0,0,40,1,0,0,1,0,1,1,0
33,319560,11,0,0,40,0,0,1,1,1,0,1,1
22,284317,12,0,0,40,0,1,1,0,1,1,1,0
19,201743,10,0,0,26,0,1,1,1,1,1,1,0
19,243942,10,0,0,40,1,1,1,0,1,1,1,0
47,186157,9,0,0,40,1,1,0,1,0,1,1,0
31,78602,12,0,0,40,0,1,1,1,1,0,1,0
47,368561,10,0,0,40,1,1,0,1,0,1,1,1
22,129172,10,0,0,16,1,1,1,1,1,1,1,0
